"","minutes","swd"
"1",0,0
"2",10,0
"3",20,0
"4",30,0
"5",40,0
"6",50,0
"7",60,0
"8",70,0
"9",80,0
"10",90,0
"11",100,0
"12",110,0
"13",120,0
"14",130,0
"15",140,0
"16",150,0
"17",160,0
"18",170,0
"19",180,0
"20",190,0
"21",200,0
"22",210,0
"23",220,0
"24",230,0
"25",240,0
"26",250,0
"27",260,0
"28",270,0
"29",280,0
"30",290,0
"31",300,0
"32",310,0
"33",320,0
"34",330,0
"35",340,0
"36",350,0
"37",360,0
"38",370,0
"39",380,0
"40",390,0
"41",400,0
"42",410,0
"43",420,0
"44",430,0
"45",440,0
"46",450,0
"47",460,0
"48",470,0
"49",480,3.597862463374
"50",490,8.13531234068101
"51",500,10.8722199678124
"52",510,10.613549818837
"53",520,29.7747039061233
"54",530,72.5009154089805
"55",540,43.5452249626829
"56",550,21.9753162891802
"57",560,15.79277954478
"58",570,23.5171606729121
"59",580,82.4204591252448
"60",590,52.7567906860326
"61",600,46.1137209986577
"62",610,43.5798729076946
"63",620,128.122038782163
"64",630,149.341972860988
"65",640,76.1404329531468
"66",650,152.562637900744
"67",660,70.0989793484638
"68",670,179.081669886613
"69",680,196.661609249585
"70",690,178.913838762264
"71",700,93.1803925981726
"72",710,143.182796858762
"73",720,141.115660205028
"74",730,82.1465130313743
"75",740,199.984980529559
"76",750,159.867707241812
"77",760,99.8640389088349
"78",770,71.9791714209319
"79",780,230.538462016908
"80",790,165.77726112571
"81",800,57.5716279023165
"82",810,49.3672436127474
"83",820,110.209661988602
"84",830,83.8916890876273
"85",840,47.1044802522559
"86",850,28.2616780405086
"87",860,18.3086798189883
"88",870,64.3155785784356
"89",880,62.8262967509871
"90",890,31.8314639810652
"91",900,27.9254526250863
"92",910,30.1052480077105
"93",920,28.6375004850921
"94",930,33.0988631623865
"95",940,12.8722200216337
"96",950,5.08902149990642
"97",960,0
"98",970,0
"99",980,0
"100",990,0
"101",1000,0
"102",1010,0
"103",1020,0
"104",1030,0
"105",1040,0
"106",1050,0
"107",1060,0
"108",1070,0
"109",1080,0
"110",1090,0
"111",1100,0
"112",1110,0
"113",1120,0
"114",1130,0
"115",1140,0
"116",1150,0
"117",1160,0
"118",1170,0
"119",1180,0
"120",1190,0
"121",1200,0
"122",1210,0
"123",1220,0
"124",1230,0
"125",1240,0
"126",1250,0
"127",1260,0
"128",1270,0
"129",1280,0
"130",1290,0
"131",1300,0
"132",1310,0
"133",1320,0
"134",1330,0
"135",1340,0
"136",1350,0
"137",1360,0
"138",1370,0
"139",1380,0
"140",1390,0
"141",1400,0
"142",1410,0
"143",1420,0
"144",1430,0
"145",1440,0
"146",1450,0
"147",1460,0
"148",1470,0
"149",1480,0
"150",1490,0
"151",1500,0
"152",1510,0
"153",1520,0
"154",1530,0
"155",1540,0
"156",1550,0
"157",1560,0
"158",1570,0
"159",1580,0
"160",1590,0
"161",1600,0
"162",1610,0
"163",1620,0
"164",1630,0
"165",1640,0
"166",1650,0
"167",1660,0
"168",1670,0
"169",1680,0
"170",1690,0
"171",1700,0
"172",1710,0
"173",1720,0
"174",1730,0
"175",1740,0
"176",1750,0
"177",1760,0
"178",1770,0
"179",1780,0
"180",1790,0
"181",1800,0
"182",1810,0
"183",1820,0
"184",1830,0
"185",1840,0
"186",1850,0
"187",1860,0
"188",1870,0
"189",1880,0
"190",1890,0
"191",1900,0
"192",1910,0
"193",1920,5.93166526925187
"194",1930,23.9217697163071
"195",1940,39.0977516440023
"196",1950,47.0038166088975
"197",1960,49.7638878562992
"198",1970,51.3795862945867
"199",1980,78.1729036531385
"200",1990,90.8108953970711
"201",2000,93.1352854978617
"202",2010,59.7981699798816
"203",2020,108.00481578426
"204",2030,129.442382465229
"205",2040,151.06420694942
"206",2050,131.23344030791
"207",2060,153.301665206431
"208",2070,168.656823674482
"209",2080,88.7066489828014
"210",2090,107.087091584208
"211",2100,134.483838608814
"212",2110,113.380592753781
"213",2120,211.933670979807
"214",2130,153.824316762049
"215",2140,130.583002472973
"216",2150,212.89179230007
"217",2160,183.212608427982
"218",2170,110.723554099465
"219",2180,102.171846316228
"220",2190,92.2556873436094
"221",2200,192.699602482424
"222",2210,132.207207353138
"223",2220,50.2479795679828
"224",2230,171.441311718456
"225",2240,180.363515034319
"226",2250,149.189775265423
"227",2260,121.856176567435
"228",2270,141.9866766958
"229",2280,75.0093794030171
"230",2290,92.1324665004654
"231",2300,142.489167715905
"232",2310,89.9044832014574
"233",2320,45.8144906779496
"234",2330,57.1044582735007
"235",2340,46.9771731752973
"236",2350,29.3788316353347
"237",2360,18.4510598795893
"238",2370,33.0777645472532
"239",2380,13.9465258551905
"240",2390,2.10735399101724
"241",2400,0
"242",2410,0
"243",2420,0
"244",2430,0
"245",2440,0
"246",2450,0
"247",2460,0
"248",2470,0
"249",2480,0
"250",2490,0
"251",2500,0
"252",2510,0
"253",2520,0
"254",2530,0
"255",2540,0
"256",2550,0
"257",2560,0
"258",2570,0
"259",2580,0
"260",2590,0
"261",2600,0
"262",2610,0
"263",2620,0
"264",2630,0
"265",2640,0
"266",2650,0
"267",2660,0
"268",2670,0
"269",2680,0
"270",2690,0
"271",2700,0
"272",2710,0
"273",2720,0
"274",2730,0
"275",2740,0
"276",2750,0
"277",2760,0
"278",2770,0
"279",2780,0
"280",2790,0
"281",2800,0
"282",2810,0
"283",2820,0
"284",2830,0
"285",2840,0
"286",2850,0
"287",2860,0
"288",2870,0
"289",2880,0
"290",2890,0
"291",2900,0
"292",2910,0
"293",2920,0
"294",2930,0
"295",2940,0
"296",2950,0
"297",2960,0
"298",2970,0
"299",2980,0
"300",2990,0
"301",3000,0
"302",3010,0
"303",3020,0
"304",3030,0
"305",3040,0
"306",3050,0
"307",3060,0
"308",3070,0
"309",3080,0
"310",3090,0
"311",3100,0
"312",3110,0
"313",3120,0
"314",3130,0
"315",3140,0
"316",3150,0
"317",3160,0
"318",3170,0
"319",3180,0
"320",3190,0
"321",3200,0
"322",3210,0
"323",3220,0
"324",3230,0
"325",3240,0
"326",3250,0
"327",3260,0
"328",3270,0
"329",3280,0
"330",3290,0
"331",3300,0
"332",3310,0
"333",3320,0
"334",3330,0
"335",3340,0
"336",3350,0
"337",3360,5.96629584911672
"338",3370,17.9391227642608
"339",3380,24.2872679027275
"340",3390,53.9024820419407
"341",3400,60.5099972116524
"342",3410,77.4491215801917
"343",3420,69.1247954057403
"344",3430,84.2068495043531
"345",3440,86.8630493414604
"346",3450,91.0343858487116
"347",3460,118.322169690699
"348",3470,84.202179119324
